latitude,longitude,Month,day
-38.24848,146.08464,September,1
-37.79013,147.82628,August,1
-37.55059,145.14865,April,11
-37.9068,147.50962,July,15
-35.22351,142.57631,September,21
-36.87349,144.54298,June,25
-36.70683,144.12631,June,27
-37.70655,144.47215,June,16
-37.89654,144.59416,March,3
-38.04016,145.54298,January,1
-38.05728,144.05559,July,6
-36.41513,146.75127,Unknown,
-37.9068,147.50962,November,3
-37.91516,145.08465,August,1
-36.08184,142.58466,August,17
-37.5818,147.41794,April,25
-38.22428,145.06773,February,9
-37.91515,145.75131,October,1
-36.91517,143.91799,April,4
-38.24848,146.25131,July,4
-38.45266,145.57828,October,1
-37.33026,143.24586,February,1
-37.50792,144.17686,March,6
-38.41517,144.918,August,1
-37.82347,147.59295,May,1
-36.70682,145.1263,November,15
-36.7485,144.25131,September,8
-37.74013,147.75961,January,18
-36.74851,142.918,February,24
-35.5235,143.7263,December,11
-34.15685,141.04298,December,9
-35.91515,145.41795,Unknown,
-34.87969,142.30185,October,30
-37.12348,145.54297,November,19
-37.74849,145.58464,December,1
-38.27352,142.69303,July,21
-35.92353,141.10967,June,24
-36.8116,144.34387,July,3
-38.22851,146.55055,November,1
-37.74846,148.0846,Unknown,
-38.91515,146.25132,November,1
-37.99817,145.12834,August,1
-35.58183,143.7513,Unknown,
-37.78652,145.02582,April,6
-35.49017,143.34297,November,1
-36.8116,144.34387,August,7
-37.72346,148.47626,April,20
-35.74851,142.58465,October,20
-36.41515,145.08463,October,11
-38.41517,144.918,September,29
-37.89013,147.82628,April,1
-37.75682,145.24298,January,1
-38.08184,144.25133,September,28
-37.8982,145.0217,April,28
-38.08184,144.418,June,1
-38.41517,144.918,June,6
-38.41517,144.08468,Unknown,
-36.54016,144.29297,September,4
-37.91517,144.25133,August,11
-34.76216,142.3306,September,19
-37.84013,147.82628,June,1
-37.8568,147.55961,September,1
-36.5818,146.75127,March,10
-37.65326,144.82759,March,25
-37.08178,148.75125,April,1
-34.41517,142.2513,September,15
-37.79013,147.84294,August,11
-37.74849,145.25131,Unknown,
-36.12346,147.62625,July,26
-37.58186,142.08469,April,6
-37.92997,145.39176,December,22
-37.84013,147.92627,January,1
-35.74849,143.91797,September,1
-37.87346,147.85961,November,1
-36.08181,145.75128,September,1
-37.79613,145.11755,October,9
-36.08185,141.918,July,7
-37.62227,145.43014,December,23
-38.35647,145.6227,January,1
-35.08659,142.1735,June,27
-38.08182,145.91798,Unknown,
-37.41515,145.41797,June,1
-37.6735,144.50966,October,6
-37.87346,147.95961,June,1
-37.91516,145.08465,September,1
-38.24848,146.58464,July,1
-36.36443,144.29676,June,19
-37.24847,146.75128,January,24
-37.94645,145.47903,February,21
-36.58181,146.25128,December,1
-37.87346,147.92628,July,5
-37.91516,145.41798,June,25
-35.12351,142.45964,December,6
-36.04015,145.12629,October,20
-37.62585,145.23743,October,3
-37.66746,144.49842,January,29
-35.2485,143.41797,Unknown,
-37.2485,144.08466,September,8
-38.14851,144.118,March,11
-37.91516,145.41798,September,1
-37.5427,145.05038,October,25
-37.9711,145.18367,May,12
-36.58184,143.25132,January,28
-36.67415,146.1468,September,18
-35.2485,143.41797,Unknown,
-37.24851,143.08467,March,13
-37.22267,144.04555,September,20
-37.91516,145.41798,August,1
-34.58184,142.7513,May,11
-37.57019,145.07797,October,30
-36.91514,146.58461,March,24
-38.74851,143.75135,March,1
-36.63838,143.27816,October,14
-35.8235,143.19298,August,12
-37.58183,145.08465,Unknown,
-37.84013,147.62628,November,1
-36.41518,142.418,October,24
-36.20679,147.29292,May,28
-37.82346,147.89294,July,1
-37.86767,145.44996,May,6
-37.91514,146.75129,April,27
-37.9068,147.72628,May,1
-37.22267,144.04555,December,28
-36.27626,144.11059,August,21
-38.08184,144.418,February,10
-38.33852,145.48231,May,1
-37.79013,147.89294,October,11
-38.08182,145.58465,December,1
-36.27626,144.11059,August,14
-37.24846,147.5846,June,1
-38.41515,146.41798,September,1
-34.24851,141.41798,May,11
-36.74852,142.25134,March,1
-38.41516,145.08466,September,1
-37.82346,147.64295,January,1
-35.39019,141.54299,August,3
-37.41516,144.58465,January,5
-37.55666,145.07718,October,30
-36.0818,146.5846,December,30
-36.87353,141.04302,February,7
-36.74852,142.25134,May,29
-38.2485,144.58467,November,1
-36.74847,146.91794,June,9
-37.91516,145.08465,June,1
-38.04016,145.37632,December,1
-36.91517,144.08465,December,7
-37.62297,144.79788,July,15
-34.80612,142.35098,June,11
-37.50124,145.05032,October,24
-37.41514,146.58462,December,26
-37.8568,147.92627,August,1
-38.05977,145.14843,May,3
-35.91515,145.25128,Unknown,
-34.87063,142.30608,October,29
-38.0818,147.58462,September,1
-37.87346,148.00961,February,23
-38.24852,142.75136,October,4
-36.08182,144.58463,January,7
-37.74846,147.91794,June,12
-37.84211,145.11866,May,6
-36.74852,141.75135,July,11
-36.0818,146.5846,November,13
-36.24848,145.08462,November,1
-37.85685,142.97635,July,13
-37.79716,145.12548,September,27
-37.82447,145.38724,July,4
-37.41516,144.91798,November,13
-36.41514,146.5846,August,1
-36.12346,147.20959,August,22
-38.01128,145.10295,May,2
-35.87353,141.12634,November,14
-36.58184,143.58465,March,1
-37.80679,148.72626,March,7
-38.41517,144.918,September,24
-37.82346,147.80961,January,1
-37.7568,147.85961,June,1
-37.62547,144.98816,November,14
-37.8568,147.55961,November,1
-36.75584,144.30884,September,11
-38.08184,144.418,September,1
-37.74576,145.12337,May,11
-37.85679,148.00961,April,14
-37.58182,145.58464,December,5
-38.2485,144.418,September,9
-37.97347,147.54295,January,23
-37.71142,145.06184,Unknown,
-36.75584,144.30884,October,30
-34.37351,141.62631,May,22
-35.58185,142.08466,Unknown,
-36.80683,144.27631,November,25
-37.41515,145.41797,August,13
-37.74849,145.25131,Unknown,
-36.5818,147.0846,March,1
-38.24848,146.7513,December,10
-37.88679,144.47282,July,14
-38.04016,145.37632,February,1
-37.57809,145.12079,October,23
-35.2485,143.41797,Unknown,
-38.41515,146.25131,December,25
-37.56556,145.07016,October,30
-35.08184,142.08465,June,1
-36.91517,143.75132,January,12
-38.41519,142.75136,January,2
-37.87346,147.69295,July,1
-37.74849,145.25131,Unknown,
-38.74851,143.75135,October,25
-36.24847,146.08461,September,1
-37.87346,147.85961,June,1
-37.82346,148.04294,March,1
-37.77349,144.99299,March,25
-34.74851,142.25131,Unknown,
-37.82346,147.70961,July,1
-34.85913,142.36825,November,12
-38.22011,146.75624,November,1
-38.41518,143.91801,February,16
-38.2485,144.418,February,19
-38.41517,144.25134,Unknown,
-37.88857,144.98557,May,29
-37.56738,145.07124,October,26
-36.08181,146.08461,July,25
-37.57809,145.12079,October,24
-37.79145,145.10631,May,27
-37.74847,147.08462,June,14
-35.08183,143.2513,March,1
-37.96633,145.48318,April,29
-36.74014,144.21421,May,1
-37.82346,148.04294,March,1
-36.08181,146.08461,September,1
-34.83582,142.58002,October,19
-35.7485,143.41797,June,1
-36.1235,143.79297,September,24
-37.58511,145.2248,October,17
-37.77205,145.07729,May,11
-37.84013,147.62628,January,1
-36.12346,147.45959,July,28
-37.8568,147.79294,August,1
-37.58183,145.08465,Unknown,
-35.74851,142.58465,April,6
-37.7068,147.59294,July,6
-37.58186,141.75136,August,6
-36.58183,144.25131,May,17
-36.24847,146.75127,March,7
-38.08187,141.08471,February,28
-37.74846,148.0846,Unknown,
-36.91518,142.918,January,7
-35.2485,143.41797,Unknown,
-37.84013,147.90961,October,1
-38.18842,145.07895,May,24
-37.58048,145.04599,October,23
-37.9735,144.40966,August,26
-37.24846,147.75127,June,1
-36.70683,144.29298,August,1
-36.08184,142.58466,October,2
-34.7711,142.33839,January,21
-37.99018,142.95968,July,13
-36.41515,145.41796,October,1
-36.79071,144.50259,January,1
-37.91519,142.41802,September,7
-35.24018,141.80965,April,19
-34.14801,141.13205,June,4
-35.69301,144.21908,October,22
-38.24849,145.25132,September,1
-37.8068,147.85961,June,1
-36.41515,145.41796,December,1
-37.84013,147.82628,August,1
-34.87351,142.12631,December,15
-37.91516,145.41798,September,1
-37.24848,146.25129,April,2
-37.58179,148.0846,May,15
-36.17349,144.24297,September,24
-38.74851,143.75135,February,14
-37.80771,144.79808,August,11
-38.08181,147.08463,September,1
-36.22347,146.17627,November,19
-36.58183,144.33464,January,2
-38.25771,145.01884,June,21
-35.18217,142.17267,January,28
-38.08186,142.58469,August,27
-37.97346,147.70961,August,27
-37.74849,145.25131,Unknown,
-37.72347,147.50961,July,6
-38.24848,146.41797,December,1
-36.74847,146.41795,June,11
-37.24847,146.75128,March,27
-35.39905,141.40937,Unknown,
-36.73231,146.21448,September,14
-36.20679,147.62625,July,24
-36.74014,144.21421,September,11
-37.41513,147.25128,August,24
-34.39637,141.38919,June,1
-38.58185,143.58469,October,15
-34.20685,141.29298,January,28
-37.9735,144.40966,July,28
-34.78871,142.11133,Unknown,
-37.72663,144.65867,February,5
-34.87351,142.20964,December,16
-36.74847,146.41795,May,5
-36.66517,143.16799,November,4
-37.7235,144.82632,October,1
-37.87346,147.85961,July,1
-36.58181,145.91795,September,1
-37.74849,145.25131,Unknown,
-37.41517,144.08466,January,2
-36.24852,141.58467,June,1
-38.91515,146.25132,November,1
-34.74851,142.41797,Unknown,
-38.37349,145.29299,January,1
-36.24851,142.58466,October,19
-35.74017,142.77632,July,7
-37.82346,147.75961,September,1
-37.74849,145.25131,Unknown,
-36.47675,145.36985,October,26
-37.61972,145.07556,October,11
-37.91521,141.08471,Unknown,
-35.64017,142.72631,July,8
-35.08185,141.58465,May,2
-35.87349,144.29296,September,23
-36.29016,144.10964,August,1
-37.74854,141.25137,March,9
-37.89017,144.17633,December,13
-37.87346,148.00961,June,20
-37.66945,145.45409,December,7
-38.41519,142.41803,March,1
-37.74849,145.58464,September,1
-37.91516,145.41798,June,1
-37.82346,147.90961,October,1
-37.91513,148.08461,Unknown,
-38.0818,147.58462,December,1
-38.41517,144.918,March,28
-37.82347,147.62628,August,1
-38.41519,142.41803,September,6
-37.87346,147.85961,December,1
-37.91516,145.41798,September,2
-37.74852,143.08468,January,1
-37.91513,148.08461,Unknown,
-37.86811,145.41584,August,13
-37.8568,147.90961,August,1
-37.82346,147.90961,October,1
-37.74847,147.41795,August,22
-36.89019,141.57635,December,16
-37.91516,145.41798,March,1
-34.39637,141.38919,February,20
-38.26536,146.88183,November,1
-38.08181,146.41797,March,1
-37.96331,145.94882,January,1
-37.82346,147.75961,May,1
-38.11129,147.06231,February,7
-36.78273,144.68772,May,17
-36.57026,141.3987,November,21
-34.74851,142.25131,Unknown,
-37.8068,147.59295,December,1
-37.73917,145.28241,November,17
-35.64851,142.16799,September,29
-34.85913,142.36825,October,28
-37.85914,144.44422,July,14
-37.8068,147.60961,September,1
-37.79013,147.85961,July,1
-34.99018,142.14298,July,26
-34.27352,141.30964,December,9
-37.65683,144.44299,October,1
-36.66347,144.96762,April,12
-35.08185,141.25132,April,5
-37.77021,145.07507,April,8
-36.74014,144.21421,July,3
-36.75584,144.30884,September,1
-36.91517,143.91799,March,17
-36.94014,146.20962,December,20
-37.55639,144.90286,December,18
-34.95685,141.09299,September,21
-37.74849,145.25131,Unknown,
-38.20687,141.79304,November,2
-38.2485,144.418,April,12
-36.75584,144.30884,December,11
-35.64018,141.97632,March,19
-34.15685,140.97631,December,10
-38.08182,145.91798,Unknown,
-36.52346,147.17626,April,4
-38.41517,144.25134,Unknown,
-37.91516,144.75132,May,11
-37.97346,147.72628,March,27
-37.08179,147.91793,January,4
-37.89017,144.00967,September,17
-37.86952,145.59771,October,6
-36.24847,146.08461,June,1
-35.24851,141.91799,April,6
-38.41517,144.25134,Unknown,
-37.79013,147.60961,December,1
-37.82347,147.62628,November,24
-34.18144,140.96498,December,26
-37.89017,144.00967,June,19
-37.40681,144.90365,November,25
-37.46808,144.90307,March,7
-37.87346,148.00961,September,27
-34.86384,142.34973,November,12
-37.64205,145.23592,March,1
-37.82347,147.60961,August,1
-37.80241,145.17305,October,6
-34.74851,142.25131,Unknown,
-37.60675,144.99999,January,1
-38.41515,146.58464,Unknown,
-37.08183,144.58465,January,22
-38.08184,143.75134,July,26
-37.64205,145.23592,July,1
-36.29014,146.12628,November,19
-34.87063,142.30608,October,25
-38.38695,144.12467,March,28
-37.92346,147.72628,January,1
-37.91518,143.75134,February,13
-37.64205,145.23592,January,1
-37.7485,144.25133,September,28
-37.79851,145.15384,September,27
-36.04015,145.04295,October,19
-37.74853,142.08469,December,1
-36.44077,147.23724,May,4
-35.74852,141.91799,December,1
-36.36443,144.29676,February,4
-37.94645,145.47903,May,17
-35.99017,143.64297,August,13
-37.24849,145.08464,January,2
-37.57425,145.10617,October,26
-37.91516,144.75132,January,27
-37.74145,144.92034,March,21
-37.56081,145.11104,October,27
-37.9875,145.48664,December,26
-37.82346,147.89294,October,1
-37.4179,144.33615,October,18
-37.24849,145.08464,July,6
-36.0818,146.75126,November,13
-37.08184,143.75132,January,15
-37.58045,144.78895,July,5
-37.91516,144.91799,July,1
-34.91517,142.7513,October,5
-37.5093,144.99355,January,10
-38.26519,146.76752,November,1
-36.20679,147.45959,May,28
-34.73515,142.32689,June,11
-37.57778,145.21705,October,3
-36.41519,141.75134,August,27
-37.24853,141.91802,August,19
-37.73273,145.0976,August,1
-36.70249,147.92096,February,17
-36.20679,147.79292,May,29
-37.56931,145.07912,October,25
-36.91518,142.41801,Unknown,
-36.69979,145.09315,November,15
-35.99019,141.62633,July,30
-37.84017,144.20966,March,21
-35.91519,141.418,September,13
-37.58181,146.2513,February,26
-38.0818,147.25129,Unknown,
-34.58184,142.7513,January,31
-36.37111,147.3407,May,6
-37.83653,145.3472,April,29
-37.91516,145.41798,March,1
-36.58179,147.58459,May,18
-37.91516,145.41798,June,10
-37.08185,142.58467,Unknown,
-36.41519,141.75134,May,20
-37.64205,145.23592,February,1
-35.17351,142.42631,December,6
-37.94103,144.48121,November,17
-37.69759,145.0985,May,26
-38.28414,145.03642,March,14
-37.91516,145.41798,December,1
-38.08183,144.58466,June,1
-38.1356,147.09542,June,4
-36.8116,144.34387,March,5
-35.20684,142.37631,December,14
-37.91517,144.418,July,30
-35.47351,141.97632,April,17
-34.87248,142.30174,October,25
-37.91516,145.41798,November,1
-36.8116,144.34387,November,20
-35.3708,141.14832,February,1
-37.83433,144.42235,July,14
-37.75686,142.22636,February,22
-36.08181,146.08461,January,28
-37.7568,147.84294,July,1
-38.40683,145.42632,January,1
-37.91516,145.41798,June,1
-37.74852,142.75135,January,1
-37.86811,145.41584,August,17
-34.89088,142.43006,November,1
-36.74014,144.21421,August,21
-36.45679,147.40959,May,1
-37.91516,145.41798,May,15
-36.62349,144.35964,August,27
-38.24853,142.41803,December,27
-37.08179,148.41792,July,9
-38.26519,146.76752,November,1
-37.8068,147.62628,December,1
-36.91515,145.75129,Unknown,
-36.37349,144.6263,September,21
-37.82516,144.72031,August,18
-37.57965,144.79463,July,15
-36.04014,146.4596,November,16
-38.35038,145.17652,January,1
-37.9068,147.70961,August,1
-36.70686,141.45968,January,26
-35.27352,141.75965,April,19
-36.22453,146.17953,November,17
-37.21713,148.85133,April,19
-37.69465,145.31973,December,8
-36.08181,146.08461,December,1
-34.7979,142.36068,June,12
-36.29014,146.12628,November,18
-37.91516,144.91799,July,1
-37.74849,145.25131,Unknown,
-36.72327,144.26408,August,14
-37.9568,147.65961,August,11
-37.7068,147.82627,April,1
-38.33184,144.50134,February,2
-38.41521,141.41805,September,1
-37.77041,145.59959,December,6
-35.2485,143.41797,Unknown,
-34.58005,141.0564,June,5
-37.80328,145.17075,October,2
-36.58185,142.418,February,17
-34.83322,142.57232,June,13
-35.91518,141.918,December,1
-36.95681,145.79296,November,11
-36.50682,144.85963,April,9
-34.89384,142.24298,October,25
-36.5818,146.75127,June,1
-36.72327,144.26408,December,2
-38.08184,144.418,April,4
-37.08184,143.75132,September,4
-37.58439,145.36185,January,1
-37.48948,145.04724,January,1
-37.41519,141.91802,April,24
-37.61783,145.24329,January,1
-37.9735,144.40966,March,15
-38.49018,143.22636,June,12
-36.04016,144.3763,October,19
-35.41516,143.58463,February,15
-37.91517,144.418,July,1
-37.74845,148.91792,Unknown,
-38.41519,142.91803,October,25
-35.75684,143.25964,August,12
-36.20681,146.12627,November,19
-37.7485,144.41799,September,20
-37.9068,147.70961,April,1
-36.9152,141.08469,June,1
-37.80238,145.17078,September,26
-37.74845,148.91792,Unknown,
-37.4179,144.33615,March,29
-38.24851,143.75135,March,1
-35.22046,142.30727,October,16
-37.95683,144.42633,November,29
-38.04016,145.37632,May,1
-37.9068,147.74295,October,1
-38.0068,147.55962,January,23
-38.4152,142.25137,September,2
-37.58269,145.07085,October,26
-35.91518,142.25133,May,1
-36.20679,147.79292,June,28
-37.98219,144.55266,December,11
-36.74847,146.91794,April,17
-34.75528,142.5326,June,14
-37.82346,147.87627,March,1
-37.82347,147.59295,March,1
-38.58183,145.25133,March,30
-37.77346,147.84294,August,1
-36.15681,146.24294,November,17
-36.75646,144.2965,October,2
-37.89013,147.95961,November,1
-38.54184,143.5733,March,6
-37.9152,141.91803,October,8
-37.82347,147.59295,October,1
-34.74851,142.41797,Unknown,
-37.39861,144.79995,November,25
-37.68577,145.32901,March,22
-36.66515,145.16796,July,22
-35.41047,141.1572,February,1
-38.17353,141.99304,August,16
-36.20679,147.37626,May,26
-38.41517,144.25134,Unknown,
-36.74848,145.41796,June,1
-37.87346,148.02627,September,21
-34.19989,141.58474,June,3
-35.99017,143.54298,March,7
-37.91517,144.418,December,16
-37.87346,148.00961,January,27
-37.2485,143.75133,March,29
-38.41517,144.41801,February,24
-37.6711,144.86675,May,2
-37.87346,148.02627,May,1
-34.59017,142.1763,December,3
-36.41514,146.25128,March,5
-35.1735,142.79297,November,2
-36.24847,146.5846,Unknown,
-36.75584,144.30884,July,17
-37.92369,145.32932,June,2
-36.74014,144.21421,May,1
-38.24851,143.91801,February,10
-36.27347,146.20961,November,20
-35.87348,145.54294,November,21
-34.55684,142.05964,December,8
-38.18013,145.12369,May,24
-36.75584,144.30884,November,27
-37.74853,141.91803,June,11
-37.9735,144.443,May,27
-37.91516,144.75132,March,4
-34.29018,141.75964,December,10
-36.12349,144.20963,July,21
-35.25685,141.60966,September,19
-37.77713,144.57193,March,30
-37.2485,144.25132,November,18
-37.63854,145.18273,October,21
-36.04015,145.20962,October,23
-38.141,145.27531,March,16
-37.76047,145.38636,January,1
-37.64205,145.23592,June,1
-37.87367,144.80749,April,18
-36.24847,146.5846,Unknown,
-37.89276,145.4392,July,3
-38.04016,145.37632,March,1
-36.65683,144.29298,September,23
-37.08185,142.25135,December,21
-37.74013,147.85961,April,1
-37.64205,145.23592,August,1
-37.82346,147.82628,May,1
-38.41516,145.08466,March,1
-36.08181,145.75128,September,22
-36.0818,146.41794,December,1
-37.7409,144.83978,August,10
-37.1235,144.04299,March,30
-38.71515,146.63464,January,1
-37.58187,141.25137,November,23
-37.58182,145.58464,March,7
-37.93884,145.25502,June,2
-38.12661,147.07145,August,6
-38.24853,141.75137,September,1
-34.47352,141.17632,January,29
-37.72852,144.90255,June,25
-37.91514,146.58463,October,4
-37.86811,145.41584,September,28
-37.8068,147.60961,June,1
-36.08181,145.41795,December,12
-38.74848,146.41798,March,25
-36.6235,143.70965,March,10
-37.82347,147.60961,July,1
-37.82346,148.04294,May,1
-37.63751,144.61841,August,8
-37.9568,147.70961,November,1
-38.08182,145.41798,December,1
-36.04017,143.70964,September,24
-37.48981,145.18069,December,17
-37.58182,145.7513,October,18
-38.27374,146.596,November,1
-36.74846,147.75126,December,28
-38.08187,141.75137,November,6
-36.37349,144.34297,June,19
-37.74846,147.91794,September,5
-37.8568,147.64295,July,1
-34.89017,143.0763,October,27
-35.89018,141.99299,February,21
-34.85684,142.20964,July,27
-36.74846,147.75126,June,13
-38.20686,142.04303,August,26
-37.82346,147.85961,December,1
-35.70685,142.12632,March,18
-37.8068,147.82628,September,1
-37.74324,145.13478,April,7
-37.58186,141.75136,January,20
-34.80606,142.35644,June,11
-37.62118,145.2874,December,11
-37.9068,147.77628,August,1
-37.79013,148.12627,November,9
-36.58186,141.58468,July,31
-36.58184,143.58465,September,1
-37.81204,145.15463,February,20
-38.80685,143.47636,July,23
-37.91516,145.41798,June,29
-38.04376,141.00677,November,30
-36.41514,146.08461,October,23
-37.2485,144.25132,December,12
-38.46624,144.08829,January,1
-38.2139,145.09427,May,25
-37.58048,145.04599,October,26
-38.15995,145.10138,June,20
-36.58181,146.41794,July,15
-38.24852,142.91802,March,16
-36.20679,147.37626,May,28
-37.08185,142.41801,Unknown,
-38.25624,146.80183,November,1
-35.95684,143.04298,August,16
-37.67592,145.15234,May,18
-38.2485,144.58467,September,1
-35.50684,142.95964,June,30
-37.91515,146.41797,December,2
-37.74852,142.25136,February,2
-37.92346,147.72628,June,1
-37.81023,145.21261,January,1
-38.41517,144.918,January,6
-37.69541,145.37416,November,24
-38.48933,144.91736,December,18
-37.95265,144.60599,February,1
-36.74852,142.08467,September,28
-38.58181,146.75131,January,9
-36.7828,144.38632,November,7
-37.75663,148.75573,March,28
-38.91515,146.25132,July,4
-36.58184,143.58465,June,1
-37.62936,145.17163,June,12
-36.24014,146.17627,November,20
-37.89926,145.20022,May,9
-34.70684,142.09297,December,2
-36.24848,145.08462,July,1
-37.57104,145.07455,October,27
-36.92348,145.72629,November,12
-36.79019,142.12634,May,26
-37.58183,145.08465,Unknown,
-37.70845,145.04604,May,30
-38.41516,145.25133,April,4
-37.8568,147.90961,April,1
-37.9068,147.70961,July,1
-36.31679,146.22424,October,30
-37.57019,145.07797,October,25
-37.87346,147.69295,February,1
-36.24847,146.25127,December,6
-36.50721,145.35581,October,26
-37.8568,147.87628,April,1
-37.8068,147.85961,September,1
-36.74851,143.25133,March,10
-38.41516,145.08466,September,1
-37.08183,144.58465,February,4
-38.04016,145.37632,April,1
-37.74846,148.0846,Unknown,
-37.08183,144.08465,February,18
-37.82346,147.89294,August,1
-36.91517,143.58466,January,27
-36.41518,142.25133,October,24
-38.41516,145.08466,December,1
-38.08182,145.91798,Unknown,
-36.58184,143.58465,June,1
-37.91515,145.75131,March,1
-37.9068,147.50962,December,7
-37.8068,147.60961,February,1
-37.62847,145.11499,April,30
-34.7969,142.36941,November,10
-37.8035,145.65576,December,21
-37.66306,149.70083,December,27
-35.24851,141.91799,February,26
-38.24853,142.25137,December,28
-37.08184,143.75132,January,12
-37.8068,147.60961,April,1
-37.58184,143.75133,December,15
-37.78286,145.19056,May,27
-38.2485,145.08466,December,1
-37.47963,145.41277,May,11
-36.27626,144.11059,November,27
-37.41513,147.75127,December,1
-38.08183,145.08466,March,1
-38.36339,144.87863,March,17
-38.41517,144.918,April,1
-37.91513,147.91794,Unknown,
-36.58181,145.91795,October,12
-38.2485,145.08466,July,16
-36.74847,146.41795,April,5
-36.58185,142.08467,June,6
-37.22267,144.04555,March,11
-37.58182,145.25131,September,1
-37.8568,147.55961,June,1
-38.51883,143.71469,March,29
-37.87346,147.95961,April,1
-37.91517,144.418,October,1
-35.54017,142.70965,November,3
-34.95685,141.45965,June,6
-37.82346,147.84294,September,1
-37.50519,144.17583,March,6
-37.74849,144.91799,June,1
-37.72962,144.67332,November,29
-36.74848,145.58463,June,1
-37.8068,147.82628,August,1
-37.64887,145.46585,December,23
-37.41519,142.08469,April,8
-37.58183,144.91798,January,1
-37.41512,148.25126,March,1
-38.00258,144.41077,October,24
-37.83891,144.82784,June,2
-38.08182,146.08464,April,18
-36.37347,146.12628,November,16
-37.71227,145.17186,September,1
-35.74852,141.91799,April,4
-34.89018,141.55965,December,16
-34.85166,142.12968,May,1
-38.00034,145.33214,January,20
-36.17347,146.64293,May,17
-36.24851,142.75132,July,10
-37.96633,145.48318,April,14
-37.57695,145.1061,October,25
-36.20683,144.1263,October,19
-36.75584,144.30884,December,4
-36.24847,146.75127,November,8
-36.29016,143.95964,September,20
-38.12348,145.95964,January,1
-36.55681,146.14295,February,28
-36.70247,147.92432,December,17
-38.58182,145.75132,November,15
-37.74849,145.25131,Unknown,
-37.2485,143.75133,October,4
-37.94645,145.47903,January,27
-37.91519,142.0847,September,1
-37.7099,145.13562,November,8
-36.0818,146.5846,September,1
-36.87347,146.54295,March,31
-36.72327,144.26408,July,24
-38.58184,143.91802,January,26
-36.75584,144.30884,August,14
-37.8068,147.85961,July,1
-37.89377,145.02637,March,21
-37.84013,147.82628,July,1
-34.39553,141.3696,June,2
-35.19018,142.17631,October,16
-36.91515,145.91796,March,8
-38.41517,144.75133,December,23
-36.41514,146.25128,June,1
-36.72327,144.26408,October,23
-38.45683,145.043,January,1
-38.24851,143.91801,July,26
-34.20685,141.54297,March,31
-37.87346,147.85961,January,1
-36.5818,146.91794,April,4
-35.52351,142.39298,August,19
-36.74848,145.91795,April,1
-38.01543,144.42171,July,21
-38.08181,146.58463,September,1
-36.91516,144.75131,December,21
-37.7395,144.45401,June,16
-37.74226,145.24716,March,10
-38.24847,147.41796,June,16
-37.82346,147.90961,August,1
-37.0402,141.12636,January,30
-35.7485,143.41797,June,1
-38.41521,141.41805,March,1
-38.04016,145.37632,April,1
-37.56081,145.11104,October,26
-38.41517,144.25134,Unknown,
-37.57019,145.07797,October,24
-36.24847,146.08461,December,1
-37.8568,147.55961,August,1
-38.05186,144.24039,July,6
-37.74848,145.91797,September,1
-37.24846,148.25126,September,1
-35.95684,143.29298,February,18
-37.87346,147.85961,February,1
-38.08182,145.75131,November,7
-36.24847,146.08461,October,10
-37.8568,147.80961,April,1
-35.41516,143.58463,March,1
-38.41517,144.918,May,1
-34.84019,141.02632,October,16
-36.41514,146.08461,December,1
-37.49649,144.50979,February,19
-37.74847,147.41795,July,30
-37.89017,144.00967,September,3
-37.2485,144.08466,January,1
-37.91516,145.25132,March,1
-37.91516,145.25132,September,1
-37.85679,148.09294,February,6
-38.08183,145.25132,September,1
-35.99018,142.15966,July,31
-37.58185,142.58468,September,1
-37.79047,144.69753,May,15
-37.61568,145.47787,January,1
-34.47352,141.09298,November,18
-37.08183,144.08465,September,8
-37.87346,147.87628,April,1
-35.3735,142.87631,November,2
-36.08181,145.91794,December,1
-38.91515,146.25132,August,26
-38.08184,144.418,June,5
-34.25684,142.2263,January,30
-38.2485,145.08466,January,3
-37.9735,144.443,July,28
-38.41517,144.25134,Unknown,
-36.7902,141.12635,January,22
-37.58186,141.75136,March,9
-37.87346,147.99294,September,30
-37.8068,147.59295,March,1
-36.20681,146.20961,November,17
-36.74849,144.41798,October,29
-38.58181,146.75131,October,19
-38.20686,141.9597,July,25
-36.12349,144.20963,June,27
-36.95681,145.70963,October,20
-37.91515,145.58465,Unknown,
-36.58181,146.08462,September,1
-37.50792,144.17686,December,12
-37.94897,145.26957,November,15
-37.97347,147.54295,September,28
-36.8116,144.34387,January,14
-37.75032,145.12666,April,7
-36.15358,146.58047,June,3
-36.84088,145.82532,November,12
-38.41517,144.25134,Unknown,
-37.53981,144.11681,January,1
-38.2485,145.08466,April,1
-36.2485,143.41798,November,24
-37.94897,145.26957,April,29
-37.91517,144.25133,August,30
-37.82447,145.38724,February,3
-37.89013,148.07627,April,6
-37.62847,145.11499,September,15
-37.58183,144.41799,October,14
-37.08185,142.41801,Unknown,
-37.64874,144.50812,May,12
-36.5818,146.75127,September,1
-36.41514,146.25128,September,1
-37.74849,145.08465,Unknown,
-36.69014,145.89295,November,15
-37.74845,148.75126,January,6
-36.24851,142.91799,November,14
-37.74853,142.08469,June,1
-37.8568,147.79294,December,1
-37.24846,148.25126,June,1
-36.41514,146.25128,December,1
-37.74846,147.75128,December,30
-36.20679,147.62625,May,27
-37.79424,145.11192,October,5
-37.91517,144.25133,June,8
-36.5818,147.0846,September,1
-37.64205,145.23592,January,1
-37.66697,144.51771,March,21
-36.74849,144.91797,July,22
