latitude,longitude,Month,day
-37.41516,144.58465,February,3
-36.08181,146.08461,December,6
-37.5914,145.16463,October,6
-37.67717,145.42445,December,13
-37.71167,145.1333,November,1
-37.22267,144.04555,February,5
-37.74853,142.08469,December,1
-37.74849,145.08465,Unknown,
-37.82347,147.59295,November,1
-37.41519,142.08469,April,3
-36.24847,146.25127,March,3
-38.52244,142.77431,April,9
-38.74849,145.91799,April,6
-35.8735,143.8763,September,29
-37.22267,144.04555,January,7
-37.74849,145.08465,Unknown,
-37.24849,145.41797,February,23
-34.54019,141.04299,April,19
-36.24847,146.25127,May,26
-38.0402,141.79304,July,26
-36.8116,144.34387,April,23
-36.41514,146.5846,July,1
-36.70683,144.24298,December,9
-34.83848,142.58335,June,13
-34.58275,142.75619,May,27
-37.82346,147.85961,August,1
-36.24847,146.25127,March,1
-35.62349,143.8763,September,21
-37.74851,143.58467,December,2
-37.8068,147.67628,January,1
-37.24853,141.25136,January,20
-34.83848,142.58335,September,20
-38.08186,142.0847,Unknown,
-37.91516,145.41798,May,13
-36.16517,143.00132,November,4
-35.72351,142.59298,July,7
-36.12348,145.12629,October,21
-37.92346,147.70961,November,1
-38.91518,143.58469,May,17
-37.74849,144.91799,December,2
-36.91519,141.75135,November,7
-37.91516,145.41798,September,24
-37.74849,145.08465,Unknown,
-36.8116,144.34387,September,4
-37.58182,145.58464,March,1
-37.84013,147.92627,December,1
-37.22267,144.04555,April,16
-35.41227,141.1539,October,21
-37.64212,145.24045,June,9
-37.91516,145.41798,September,26
-37.87346,148.04294,May,1
-38.38101,145.00976,July,12
-36.58181,146.41794,December,26
-38.08182,145.58465,June,1
-38.24849,145.25132,January,19
-34.7485,142.91796,November,4
-38.45266,145.57828,March,1
-38.41515,145.91798,September,1
-36.70683,144.45964,November,27
-37.0818,147.5846,December,1
-35.54016,143.6263,March,5
-37.79547,145.13233,October,2
-37.87346,147.90961,September,1
-36.24081,146.88384,June,2
-37.54094,145.05269,October,28
-38.07177,145.28606,February,1
-37.99013,147.59295,January,23
-38.33183,144.668,June,22
-37.5427,145.05038,October,25
-36.04016,144.04297,September,28
-37.87347,147.54295,August,18
-36.58185,142.08467,March,18
-38.06582,145.13232,April,6
-37.86811,145.41584,April,3
-37.57805,145.11853,October,27
-38.41518,143.41802,March,1
-35.20684,142.29298,December,14
-37.62038,145.11633,December,15
-37.91517,144.25133,October,25
-36.10587,145.70749,November,21
-35.91518,141.918,June,1
-37.73374,145.10438,January,1
-36.74014,144.21421,September,18
-36.9152,141.08469,March,1
-37.74013,147.59294,April,18
-37.8068,147.85961,September,1
-36.41517,143.41798,September,30
-36.0818,146.5846,October,5
-37.22267,144.04555,August,9
-37.08185,142.41801,Unknown,
-38.08182,145.58465,December,1
-37.9152,141.75137,March,9
-37.91517,144.418,July,4
-35.85682,145.14295,October,24
-37.79642,145.13572,October,2
-37.8065,145.52962,December,21
-38.24854,141.58471,December,1
-37.82346,147.85961,March,1
-38.24848,146.41797,September,1
-37.9875,145.48664,December,11
-37.84013,147.84294,April,1
-36.30894,146.67321,September,10
-36.70681,145.95962,September,13
-35.30683,143.55963,October,30
-37.88933,145.5962,October,6
-36.58182,145.08463,July,29
-36.58181,145.91795,April,17
-37.91516,145.08465,February,16
-38.08184,144.418,October,2
-38.0818,147.41795,Unknown,
-38.08187,141.08471,June,7
-36.74848,146.08462,Unknown,
-36.0818,146.5846,October,7
-36.94462,143.33441,October,15
-37.74849,145.25131,Unknown,
-37.91516,145.08465,December,1
-37.4465,145.06418,June,23
-38.08182,145.41798,May,1
-37.78854,145.20859,October,17
-37.91513,147.75128,Unknown,
-34.7735,142.75963,September,23
-35.00685,141.65965,September,20
-37.57809,145.12079,October,25
-37.57695,145.1061,October,24
-36.8116,144.34387,May,14
-36.41515,144.91796,October,11
-37.0818,147.5846,June,1
-37.91513,147.75128,Unknown,
-38.3735,145.043,January,1
-38.41515,146.41798,July,14
-37.59088,145.44213,December,5
-37.74849,144.91799,May,4
-37.82346,147.64295,November,1
-37.24848,146.08463,Unknown,
-35.87348,145.12628,October,24
-37.82346,147.77628,August,1
-38.08181,146.7513,March,8
-36.41519,141.41801,February,1
-34.76317,142.55023,January,22
-37.74849,144.91799,June,1
-38.08182,145.58465,March,1
-37.84655,144.61738,September,6
-37.80744,145.207,October,24
-37.58182,145.25131,June,1
-37.84013,147.90961,December,1
-36.78845,144.39733,December,30
-38.2485,144.58467,June,1
-36.7485,144.25131,June,3
-37.69188,145.83811,September,20
-37.8072,145.13317,May,3
-38.30686,141.99304,March,27
-35.91515,145.41795,Unknown,
-37.62847,145.11499,August,13
-37.78919,144.33763,June,17
-37.74847,147.25128,July,27
-36.22347,146.22627,August,16
-38.41517,144.25134,Unknown,
-37.82447,145.38724,February,3
-36.24848,145.08462,February,1
-37.87652,144.4152,July,6
-37.58182,145.58464,December,6
-37.91516,145.08465,March,1
-34.76073,142.52942,January,24
-38.24848,146.58464,September,1
-38.41517,144.25134,Unknown,
-35.19018,142.14298,October,16
-37.91514,147.08462,June,1
-36.24847,146.25127,September,1
-37.49341,145.06749,December,2
-37.58389,145.08894,September,20
-37.63251,145.20101,March,1
-37.72349,145.24298,January,1
-37.58182,145.41798,February,16
-37.84013,147.90961,January,1
-37.91514,147.08462,February,2
-38.58183,145.58466,September,6
-38.16517,144.668,March,31
-37.66361,145.23087,October,17
-38.30122,146.75597,November,1
-35.18217,142.17267,October,17
-37.92346,147.70961,June,1
-37.74853,141.5847,February,28
-37.91514,147.08462,September,1
-38.18701,145.10297,May,24
-37.97346,147.70961,August,27
-36.04016,143.77631,October,26
-36.58179,148.08458,March,31
-36.74849,144.7513,August,10
-37.82346,147.64295,August,1
-37.74849,145.08465,Unknown,
-37.08572,142.38249,October,17
-36.24847,146.25127,August,21
-37.84013,147.92627,November,1
-35.87349,144.04297,September,21
-38.02077,145.24966,March,17
-36.41514,146.5846,April,13
-37.57425,145.10617,October,25
-38.24848,146.25131,June,1
-36.08184,143.25131,March,10
-35.16518,141.50132,November,6
-34.17861,141.17876,June,2
-37.8068,147.60961,March,1
-37.58183,144.75132,March,1
-34.95684,142.29298,April,16
-35.17676,142.1726,June,9
-37.74849,145.08465,Unknown,
-34.37351,141.69297,May,22
-37.87346,147.90961,June,1
-38.08181,146.58463,December,1
-38.2485,145.08466,September,1
-37.41519,142.08469,August,12
-38.08184,144.418,December,27
-36.37349,144.54297,June,30
-37.74849,145.08465,Unknown,
-36.12348,145.12629,October,20
-38.12353,141.87637,July,23
-37.74846,148.0846,Unknown,
-37.06736,144.10557,September,5
-38.41516,145.08466,September,24
-37.91889,145.37266,March,1
-37.89013,147.95961,April,1
-37.58182,145.58464,December,26
-37.61316,144.40396,November,3
-37.74845,148.75126,January,2
-36.24847,146.91793,June,16
-37.89276,145.4392,August,17
-37.77873,145.54266,December,13
-37.8568,147.87628,April,1
-37.89013,147.95961,August,1
-37.58182,145.58464,May,3
-36.74848,146.08462,Unknown,
-38.28848,145.08089,February,9
-37.58182,145.58464,June,15
-37.83004,145.15305,May,4
-37.91516,144.91799,May,4
-35.05685,141.39299,December,10
-35.1735,142.72631,November,2
-36.58185,142.08467,December,22
-35.58185,142.08466,Unknown,
-37.67525,145.1671,January,1
-37.2485,144.41798,June,16
-37.87346,147.90961,April,1
-37.98848,145.14225,June,14
-37.24852,142.25135,May,21
-37.99013,147.59295,January,23
-37.91517,144.418,May,31
-37.41515,145.41797,March,4
-38.29549,145.319,May,28
-35.74851,142.25132,April,6
-38.41517,144.918,June,28
-36.74847,146.25128,September,1
-37.82347,147.62628,October,1
-36.41519,141.25135,April,26
-38.58183,145.25133,February,26
-37.41512,148.25126,December,1
-38.08184,143.91801,May,25
-36.58181,146.41794,October,18
-37.63023,145.11268,November,11
-35.82553,145.55265,November,21
-37.8568,147.90961,August,1
-37.74849,145.08465,Unknown,
-37.91513,147.75128,Unknown,
-37.28938,146.21436,February,24
-36.29014,146.12628,November,17
-37.9068,147.77628,September,1
-37.58177,149.75124,Unknown,
-37.58186,142.41802,February,20
-37.92346,147.69295,November,28
-36.91518,142.918,January,6
-37.9152,141.5847,May,10
-37.84851,144.37072,July,29
-37.99013,147.70961,November,23
-36.74848,145.58463,March,1
-36.91516,144.91797,March,29
-37.58183,144.91798,March,1
-38.24848,146.41797,March,1
-38.29172,146.58447,November,1
-37.84013,147.84294,March,1
-36.75173,144.28658,August,1
-37.99013,147.70961,September,5
-36.7485,144.25131,November,16
-38.37485,144.86456,April,5
-37.91516,145.25132,January,1
-37.92346,147.69295,December,1
-37.79547,145.13233,September,26
-35.97353,141.04301,June,24
-38.41515,145.91798,December,1
-36.58181,146.25128,March,1
-37.67145,144.51643,October,28
-37.84013,147.80961,June,1
-34.15684,142.15963,March,6
-36.04015,145.12629,October,18
-38.40685,143.57635,September,24
-34.76216,142.3306,July,26
-38.38532,145.10695,January,1
-37.42248,144.33938,March,29
-37.57695,145.1061,October,26
-36.08186,141.08468,June,7
-37.74852,142.25136,September,1
-36.8116,144.34387,December,18
-37.61111,145.21626,October,6
-37.65366,144.80038,August,5
-37.24019,142.22635,June,23
-36.74258,143.83891,May,23
-37.82346,147.74294,August,1
-37.61783,144.62583,August,8
-37.42428,144.33931,August,12
-37.82349,144.97632,October,1
-38.08181,146.58463,September,13
-37.97346,147.74295,March,27
-38.08184,144.08467,January,11
-37.91513,147.75128,Unknown,
-37.9776,145.19603,May,12
-37.91513,147.91794,Unknown,
-37.89013,147.65961,September,8
-37.82346,147.97627,August,1
-37.24848,145.7513,February,28
-38.08182,145.58465,May,1
-37.95682,145.95964,February,16
-37.57989,145.12075,October,25
-38.08181,146.91796,June,1
-34.86384,142.34973,October,28
-37.74849,144.91799,March,16
-37.8068,147.64295,February,1
-37.65683,144.42632,November,15
-38.17815,145.79732,January,1
-35.46168,142.26157,September,22
-35.80684,142.79298,July,8
-37.91516,145.25132,October,1
-38.08181,146.2513,January,5
-37.74849,145.41798,Unknown,
-37.74849,145.08465,Unknown,
-36.24847,146.25127,June,1
-35.12351,141.95965,February,13
-38.08184,144.08467,May,4
-37.69031,144.83332,May,2
-36.91516,144.25131,December,27
-36.34013,146.94293,May,8
-37.51058,145.12588,December,17
-37.84013,147.82628,April,1
-35.58184,142.41798,May,28
-37.8568,147.94294,December,1
-37.82346,148.04294,September,1
-35.65355,141.99063,November,1
-37.58183,144.91798,November,21
-37.01494,148.48786,July,8
-35.42349,143.75963,March,4
-34.24851,141.41798,September,15
-38.24854,141.41804,January,1
-37.78936,144.42619,June,16
-37.91513,147.58461,Unknown,
-37.85574,144.25341,December,6
-37.82346,147.84294,January,1
-36.91513,146.91794,December,26
-38.24848,146.41797,January,27
-38.24848,146.08464,May,1
-35.12351,142.37631,December,14
-36.24847,146.25127,April,1
-36.54014,146.20961,February,28
-36.24847,146.41794,March,1
-38.08182,145.41798,June,1
-36.91513,146.91794,April,18
-38.35459,144.89033,March,17
-38.24848,146.08464,October,1
-37.82346,147.77628,July,1
-37.8568,147.94294,January,1
-36.08179,147.91791,October,9
-37.74883,144.78167,May,5
-37.58183,144.75132,March,1
-36.70683,144.29298,December,17
-38.1302,147.08743,October,1
-37.74849,145.41798,Unknown,
-38.39456,144.25374,January,30
-37.82346,147.87627,July,1
-37.6476,144.86289,December,2
-37.78062,144.56614,January,22
-36.41519,141.75134,July,18
-37.56925,145.07573,October,26
-37.56081,145.11104,October,23
-37.74849,145.41798,Unknown,
-37.87346,147.99294,May,1
-38.24853,141.75137,April,26
-36.7902,141.20969,January,26
-35.16967,142.15932,September,18
-36.24848,145.08462,December,1
-38.24848,146.08464,August,1
-37.86968,144.35064,July,6
-36.87699,144.4493,July,26
-38.41519,142.41803,December,9
-37.8568,147.94294,March,1
-37.73325,145.5095,December,6
-38.54016,145.29299,January,1
-37.41519,142.08469,June,5
-35.38252,141.14834,June,7
-38.34641,143.39932,July,25
-34.27351,141.42631,January,28
-37.82347,147.60961,July,1
-35.99017,143.02632,April,14
-37.73588,144.7639,April,13
-37.57104,145.07455,October,26
-37.91516,145.41798,June,16
-38.25684,144.52633,September,8
-37.69013,147.62628,October,6
-37.75255,145.09709,April,8
-37.91513,147.75128,Unknown,
-36.41514,146.5846,September,11
-36.72327,144.26408,July,3
-36.24848,145.08462,October,1
-38.20687,141.87637,July,24
-37.74017,144.27633,June,14
-34.7969,142.36941,November,14
-38.00673,145.61675,March,17
-37.76224,144.9243,March,21
-35.89016,143.8763,December,10
-37.74849,144.91799,January,12
-35.87352,141.90966,April,20
-37.91516,145.41798,January,1
-35.8235,143.02631,July,9
-37.77345,148.54293,April,20
-35.44017,142.97631,August,15
-38.34552,141.51123,November,2
-36.7485,144.25131,December,23
-38.41517,144.25134,Unknown,
-37.41518,143.25134,September,1
-36.58186,141.25135,April,26
-36.9633,144.27796,April,16
-36.24846,147.58459,April,1
-37.82347,147.62628,January,1
-37.12353,141.62635,June,1
-37.42428,144.33931,October,16
-38.41517,144.25134,Unknown,
-37.75067,144.42866,June,16
-35.79016,144.20963,September,20
-37.79547,145.13233,October,5
-36.24848,145.41795,September,28
-37.74845,148.91792,Unknown,
-37.92346,147.72628,September,1
-36.39177,147.36644,May,6
-38.41517,144.25134,Unknown,
-37.91517,144.25133,March,25
-38.39182,145.56478,January,28
-36.58183,143.91798,December,1
-38.08182,145.58465,September,1
-37.60249,145.18248,Unknown,
-37.6463,145.10321,December,16
-37.79324,144.39766,August,12
-37.82346,147.80961,September,1
-34.85684,142.19298,September,18
-38.48516,144.88538,December,3
-38.05686,142.64302,July,13
-37.84013,147.92627,September,1
-35.91514,145.58461,July,1
-37.92346,147.72628,October,1
-35.74852,141.91799,March,21
-38.45683,145.20966,January,1
-38.02939,145.41238,January,1
-38.41516,145.08466,October,24
-37.41514,146.25129,March,30
-37.99017,144.52633,July,27
-38.08184,144.418,March,1
-37.92346,147.72628,November,1
-35.74852,141.91799,September,1
-36.24847,146.25127,February,9
-36.12348,145.29295,October,22
-36.12345,147.95958,June,27
-36.78548,144.38511,September,3
-36.74852,141.75135,December,31
-35.44018,142.30965,August,18
-37.93833,145.34492,January,19
-36.75173,144.28658,February,1
-36.24847,146.25127,January,7
-37.74846,147.91794,April,20
-36.12345,147.95958,July,26
-37.99817,145.12834,May,1
-37.51176,144.18689,August,6
-38.28322,146.76746,November,1
-36.95681,145.79296,October,20
-37.58183,144.91798,September,1
-37.82346,147.64295,February,1
-38.24853,142.41803,January,25
-38.04015,145.95964,January,1
-36.58181,146.25128,March,1
-34.58184,142.7513,May,1
-34.39553,141.3696,June,1
-38.41516,145.25133,August,1
-37.57778,145.21705,October,18
-37.74849,145.41798,Unknown,
-36.1235,143.79297,September,28
-36.87348,145.99295,September,20
-35.91518,142.25133,March,1
-35.08184,142.25131,October,25
-37.65341,144.88539,May,2
-36.12348,145.87628,November,21
-36.32347,146.34294,August,29
-37.92346,147.70961,March,1
-38.20682,145.70965,January,1
-38.08183,144.58466,March,29
-37.87346,147.95961,March,1
-37.87346,147.95961,October,1
-36.59014,146.09295,September,16
-37.80967,145.23534,April,16
-37.91515,146.41797,September,19
-37.91514,146.91796,March,1
-36.20679,147.62625,June,25
-37.94897,145.26957,April,14
-37.93803,145.32331,February,1
-36.91516,144.25131,September,1
-37.58186,142.25135,September,29
-37.72346,147.59294,December,1
-37.03777,146.07191,December,19
-36.37349,144.60963,September,18
-37.67947,145.53326,October,17
-37.9568,147.65961,July,18
-38.27353,142.02637,June,5
-37.85679,148.09294,March,15
-34.7108,141.06086,June,4
-38.27366,146.57314,November,1
-37.08185,142.41801,Unknown,
-36.37349,144.60963,July,19
-38.08184,144.418,September,28
-36.41517,143.58465,December,3
-37.04014,146.20962,December,15
-37.92346,147.74295,March,1
-36.70686,141.20969,February,7
-37.61671,145.41893,November,26
-37.61406,144.40393,January,21
-38.74849,145.75132,December,26
-34.40684,141.99297,May,22
-37.58187,141.25137,March,9
-35.24852,141.41799,February,20
-34.24852,141.08465,September,15
-37.22267,144.04555,March,9
-37.77053,144.98651,February,1
-37.8068,147.62628,October,1
-39.08182,146.41799,March,17
-35.72351,142.35965,April,22
-37.26729,145.83114,December,19
-38.41517,144.25134,Unknown,
-34.24851,141.91797,August,1
-36.78845,144.39733,November,1
-37.68577,145.32901,December,8
-38.41515,146.41798,December,1
-36.14849,144.23463,September,10
-36.24849,144.91796,January,1
-36.58185,141.91801,November,22
-37.64851,144.53986,August,12
-34.15685,141.15964,Unknown,
-35.7235,142.99298,July,7
-37.87346,147.97627,March,1
-37.74645,144.56953,August,12
-38.28587,145.08667,December,19
-36.24377,146.59001,June,7
-37.91516,144.75132,September,25
-36.41515,145.58462,July,12
-38.35876,144.77462,March,15
-37.44306,147.96839,October,18
-37.82346,147.90961,December,1
-37.25687,141.14303,October,26
-36.76514,144.36228,December,6
-37.58186,142.41802,April,6
-37.91516,144.75132,February,24
-36.29016,144.10964,September,1
-36.12349,144.20963,September,26
-37.8833,144.74467,June,16
-35.74017,143.10964,July,9
-35.58185,142.08466,Unknown,
-37.75407,144.58971,September,13
-37.24847,146.75128,November,27
-36.74846,147.75126,January,12
-38.02008,144.49047,November,17
-37.41239,144.91366,November,25
-37.74849,145.25131,Unknown,
-38.58182,145.75132,March,12
-37.08182,145.08464,September,6
-37.89013,147.95961,January,1
-36.89153,144.29174,March,26
-38.24854,141.41804,December,1
-38.37366,144.24652,January,30
-36.58181,146.25128,June,1
-37.84013,147.85961,March,1
-37.79016,144.95965,August,27
-34.78871,142.11133,Unknown,
-37.89013,147.95961,August,1
-38.08182,145.58465,April,1
-35.30685,141.29299,March,20
-38.29151,146.52729,November,1
-34.79681,142.11253,Unknown,
-38.2485,145.08466,June,1
-36.76258,144.24924,October,2
-37.84013,147.85961,March,1
-37.74853,141.91803,March,3
-37.8568,147.94294,April,1
-36.29015,144.79296,October,31
-38.08186,141.91803,June,8
-37.74845,148.75126,November,7
-36.08181,145.75128,December,1
-37.9068,147.70961,November,1
-37.74849,145.25131,Unknown,
-36.83621,144.23763,January,2
-37.77054,145.61094,December,2
-37.74849,145.41798,Unknown,
-38.03586,145.11827,April,6
-38.74848,146.75131,May,7
-37.82346,147.85961,November,1
-38.58184,143.91802,June,14
-35.00685,141.89298,September,17
-37.82346,147.82628,April,1
-36.70681,146.29295,April,28
-38.24849,145.41799,December,19
-37.87346,148.02627,March,11
-37.91513,147.91794,Unknown,
-37.89013,147.82628,July,1
-37.79013,147.82628,September,1
-38.24851,143.58468,October,31
-37.91513,147.75128,Unknown,
-37.60528,145.24811,October,30
-36.24851,142.91799,March,9
-38.24064,145.07644,February,9
-38.39812,145.00929,July,11
-37.8068,147.62628,February,1
-37.57695,145.1061,October,30
-38.46037,145.29982,October,18
-37.9735,144.40966,December,24
-38.58182,146.08465,March,1
-34.74851,142.41797,Unknown,
-37.94645,145.47903,January,27
-37.91518,143.25135,August,6
-37.8068,147.62628,November,1
-36.8235,144.27631,April,22
-37.74849,145.58464,July,1
-37.9735,144.40966,October,14
-36.5818,147.0846,December,1
-38.08182,145.58465,July,1
-37.9152,141.75137,March,4
-38.47722,144.89478,February,1
-37.54094,145.05269,October,25
-35.41517,142.58465,November,1
-37.91518,143.75134,September,18
-37.58177,149.75124,Unknown,
-35.74852,141.91799,June,1
-38.24849,145.25132,December,1
-35.29019,141.29299,March,20
-36.08184,142.91799,February,7
-38.08183,145.08466,September,1
-37.91517,144.25133,July,30
-37.74849,145.41798,Unknown,
-38.24849,145.58465,September,30
-36.12349,144.6263,October,19
-37.64372,148.71227,November,24
-38.37514,144.93094,December,16
-36.74852,141.91801,April,17
-35.41516,143.58463,June,1
-37.22267,144.04555,November,16
-38.41372,144.92182,October,21
-38.28245,146.51592,November,1
-37.91516,145.25132,March,1
-37.8068,147.62628,March,1
-37.64227,145.44332,December,23
-37.7568,147.85961,April,1
-37.5567,145.07944,October,24
-35.24019,141.19299,September,18
-37.42151,144.33602,July,20
-37.7485,144.58466,October,1
-37.64205,145.23592,July,1
-36.35897,146.96614,May,8
-37.9068,147.70961,March,1
-35.74017,142.87631,July,7
-38.41515,145.91798,June,1
-37.50382,145.09777,January,17
-37.08182,145.08464,March,11
-36.58181,145.91795,September,1
-37.58184,143.58467,September,1
-35.15685,141.39299,December,10
-37.91517,144.58466,March,15
-37.77346,147.84294,August,1
-35.47351,142.79298,December,7
-37.92346,147.70961,March,1
-37.8568,147.80961,April,1
-36.1235,143.79297,September,26
-37.41519,142.25135,March,10
-38.74848,146.41798,January,21
-37.87346,147.87628,February,1
-37.89013,147.95961,April,1
-37.74282,145.22445,January,8
-38.24851,144.08467,March,1
-37.87346,147.99294,June,1
-38.24853,142.41803,March,1
-38.91515,146.25132,January,8
-35.37711,141.14833,February,25
-37.87346,147.87628,December,1
-37.89013,147.95961,July,1
-38.08183,144.58466,September,1
-37.78222,145.03842,August,1
-34.47631,141.09771,February,23
-37.7485,144.58466,January,1
-34.79017,143.00963,September,21
-37.82347,147.62628,July,1
-37.91513,147.58461,Unknown,
-37.90674,145.27852,April,22
-35.60684,142.57632,November,3
-34.86411,142.32567,October,28
-35.7485,143.58464,September,1
-36.78845,144.39733,June,1
-37.54012,148.94292,September,21
-37.74849,145.25131,Unknown,
-37.57472,145.19335,November,15
-37.9152,141.75137,September,23
-38.08187,141.08471,September,1
-34.74851,142.25131,Unknown,
-37.91516,145.08465,January,1
-38.32508,144.71045,March,14
-38.41516,145.08466,October,18
-38.24853,142.41803,January,1
-37.58186,142.41802,March,23
-37.89017,144.00967,November,1
-37.91516,145.41798,April,21
-37.87346,147.92628,August,1
-36.91514,146.58461,August,17
-36.08181,146.08461,May,25
-38.09294,145.13733,October,17
-37.91513,147.75128,Unknown,
-36.91516,144.41798,April,19
-38.41518,143.58468,July,27
-35.87351,142.29299,February,21
-34.74851,142.25131,Unknown,
-37.73798,144.77973,June,2
-38.00006,145.13399,April,20
-38.41515,145.91798,March,1
-34.60685,141.49298,October,18
-38.39713,144.95207,June,28
-37.5818,147.25128,January,1
-35.87348,145.04295,October,19
-37.41512,148.25126,September,1
-37.73081,145.32799,November,24
-37.84013,147.90961,July,1
-37.91517,144.25133,May,13
-37.19765,148.9962,December,4
-37.74847,147.41795,December,27
-37.91517,144.25133,May,15
-36.24851,143.08465,October,5
-37.56738,145.07124,October,28
-37.93164,144.50542,November,11
-37.41513,147.75127,March,1
-36.12348,145.79295,November,21
-38.32383,144.73909,March,18
-34.39553,141.3696,February,20
-36.35682,144.6763,September,15
-37.97346,147.74295,March,27
-36.24847,146.41794,September,1
-36.58184,143.08466,January,28
-37.9068,147.75961,October,1
-37.91516,145.25132,December,1
-34.30684,142.25963,January,30
-37.97383,145.12782,April,20
-38.41514,146.91797,October,19
-37.57104,145.07455,October,30
-36.24847,146.25127,June,1
-38.10861,145.15974,April,6
-36.74848,146.08462,Unknown,
-37.22267,144.04555,March,28
-36.69016,144.30964,October,8
-35.99016,143.84297,October,26
-37.97714,145.10952,April,20
-37.08182,145.08464,August,6
-37.87346,147.99294,September,1
-36.43144,141.76503,April,20
-37.0402,141.20969,April,14
-36.12346,147.54292,July,24
-35.95682,145.12629,October,23
-37.74849,145.08465,Unknown,
-37.22267,144.04555,June,8
-34.58184,142.7513,January,1
-37.6235,144.49299,January,7
-36.41517,143.58465,September,30
-37.92347,147.67628,October,27
-37.74849,145.25131,Unknown,
-37.82346,147.87627,May,1
-35.2235,143.44296,October,30
-37.86811,145.41584,June,24
-38.2485,144.25134,June,19
-37.74849,145.25131,Unknown,
-37.82346,148.04294,January,1
-37.92346,147.72628,March,1
-38.24851,144.08467,June,22
-34.86023,142.35077,October,28
-37.74849,145.08465,Unknown,
-37.05832,142.41236,October,20
-37.49852,142.58468,August,30
-37.70686,141.7097,July,29
-37.96947,145.02662,April,12
-37.64205,145.23592,October,1
-36.24851,142.75132,October,19
-36.41519,141.75134,May,10
-37.74849,145.08465,Unknown,
-38.08183,144.58466,April,9
-37.8038,145.20482,October,18
-38.24848,146.7513,November,18
-37.95242,144.59462,February,1
-37.91517,144.418,July,5
-38.32037,144.99426,April,5
-38.24854,141.41804,March,16
-37.52443,144.73403,August,5
-37.91516,145.41798,March,1
-38.29014,146.7763,November,1
-37.95516,145.08732,April,11
-37.08184,143.75132,April,1
-35.49298,142.28631,September,22
-37.49957,145.05829,November,14
-37.77346,147.82627,September,1
-36.41514,146.25128,September,1
-34.87063,142.30608,October,29
-37.89013,147.95961,December,1
-37.41511,149.58457,March,10
-37.79419,145.10852,September,26
-38.41517,144.75133,June,7
-38.44713,145.59234,January,1
-37.74852,143.08468,March,1
-35.91519,141.418,April,1
-37.91513,147.75128,Unknown,
-35.79016,144.24296,September,24
-38.2485,144.58467,December,14
-37.79013,147.84294,August,1
-38.24848,146.41797,June,1
-37.41513,147.91793,September,6
-37.74852,143.08468,May,1
-37.92346,147.70961,December,1
-37.64205,145.23592,December,1
-38.29016,145.54299,January,1
-38.2485,144.58467,September,1
-37.08184,143.75132,April,11
-38.25624,146.80183,Unknown,
-34.74851,142.41797,Unknown,
-37.4922,144.52012,February,21
-37.92346,147.70961,September,1
-37.56081,145.11104,October,30
-37.74849,145.08465,Unknown,
-36.45682,145.37629,October,21
-37.77615,145.22365,March,8
-37.56738,145.07124,October,26
-34.41786,141.43391,June,1
-36.37349,144.64297,July,20
-37.92346,147.70961,May,1
-37.64205,145.23592,December,1
-37.89013,147.95961,July,1
-37.56227,141.23408,April,1
-38.58181,146.91797,September,1
-37.74846,148.41793,January,6
-34.91517,143.08463,December,1
-37.7485,144.41799,October,25
-36.74014,144.21421,August,14
-34.76317,142.55023,June,14
-38.45266,145.57828,January,1
-34.91517,142.7513,August,20
-37.87346,147.87628,January,1
-37.22852,146.7031,November,25
-36.41516,144.25131,November,16
-37.24851,143.418,January,12
-37.42794,144.34144,October,16
-37.51375,144.99004,October,18
-38.08181,146.41797,September,1
-36.63902,143.2916,October,14
-37.15596,141.87417,March,29
-35.95682,144.95962,October,23
-37.82641,145.33266,April,21
-36.41514,146.08461,June,1
-37.60528,145.24811,October,21
-36.74014,146.20962,September,14
-37.58269,145.07085,October,28
-37.66481,144.77057,Unknown,
-37.91516,145.41798,June,21
-36.08183,144.2513,March,16
-38.3535,145.49619,May,27
-37.82349,145.00965,March,24
-37.92346,147.74295,October,1
-38.38695,144.12467,July,15
-36.91516,144.75131,October,18
-36.87348,146.04295,September,17
-37.77895,144.95222,March,25
-34.39637,141.38919,February,20
-36.3568,147.12626,May,5
-36.41514,146.08461,September,1
-38.41518,143.91801,December,1
-37.75202,145.72707,September,20
-38.12353,142.07637,November,4
-37.80679,148.05961,December,3
-38.2485,144.25134,September,1
-35.94019,141.50967,September,21
-37.24852,142.41801,April,8
-38.32693,144.71268,July,1
-35.30684,142.77631,December,8
-38.08182,145.91798,Unknown,
-37.24849,144.75131,June,23
-38.2485,144.58467,August,1
-37.82346,148.04294,August,1
-37.57805,145.11853,October,26
-38.41515,146.41798,March,14
-35.91517,143.58464,March,1
-36.74851,143.08466,December,29
-37.84017,144.20966,December,20
-38.41517,144.25134,Unknown,
-36.08182,144.91796,September,1
-37.74849,144.91799,October,15
-35.91515,145.08462,September,1
-34.74851,141.75131,April,8
-37.65683,144.50966,September,2
-35.45683,143.2263,October,31
-36.91513,147.75126,December,1
-37.90173,144.25511,December,5
-37.72898,144.82878,April,13
-36.9152,141.08469,December,1
-37.64205,145.23592,February,1
-35.44016,143.45963,March,5
-36.08182,145.25129,June,1
-37.92347,147.67628,October,29
-38.74849,146.08465,July,4
-37.94224,144.67118,December,11
-38.08861,145.85581,January,1
-36.74852,142.25134,January,31
-38.58181,146.75131,December,31
-34.97352,141.32632,November,3
-36.69886,147.92427,February,12
-37.94839,144.66302,December,11
-37.74852,142.25136,March,1
-37.7485,144.41799,February,17
